liste Clients Mag
Code Libre;Nom;CP Fact;Ville Fact;Téléphone Fact;Commentaire
C00000001507;GROUPE SCOLAIRE JEAN JAURES;42500;LE CHAMBON FEUGEROLLES;;
C0468;GROUPE ST PAUL SÉVIGNÉ;42000;SAINT-ETIENNE;;
C00000001679;GROUPE SYRENA;42230;ROCHE LA MOLIERE;;
C00000001306;Groupe VARIANT;42330;SAINT GALMIER;;
C00000001213;GROUPE VARIANT;42330;ST GALMIER;;
C00000002433;GROUPE1981;45000;ORLEANS;;
C00000002239;GROUPEMENT DE COMMERCANT CENTRE DEUX;42100;SAINT ETIENNE;477579048;
C0950;GROUPEMENT DES ASSOIATIONS;42800;ST MARTIN LA PLAINE;;
C00000001300;GUARANA;42100;SAINT-ETIENNE;;
C00000002462;GUERBOIS ANTOINE;42000;ST ETIENNE;;
C00000002188;GUEST AGENCY;26200;MONTELIMAR;986403786;
C00000003295;GUICHARDAN Arthur;42420;LORETTE;;
C1003;GUILLOUX;;;;
C00000003185;Guinguette La Récréation;42410;PELUSSIN;;
C0899;GUIT'ART;42100;SAINT-ETIENNE;04 77 59 27 68;
C00000002185;GUTENBERG-NETWORKS;42000;SAINT-ETIENNE;;
C00000002391;GUYOT Fabrice;69700;SAINT ANDEOL LE CHATEAU;;
C0173;GV ART ET SPECTACLE;20240;GHISONACCIA;;
C00000002002;GYM&CO;42350;LA TALAUDIERE;;
C00000002066;HABITAT JEUNES LE PAX;42000;SAINT ETIENNE;;
C0025;HALL DES EXPOSITIONS;71130;GUEUGNON;;
C0470;HALOGENE;74210;DOUSSARD;450329819;
C0471;HAMELIN JEAN LUC;42100;SAINT ETIENNE;477461671;
C00000002180;HARMONIE DE LA CHAZOTTE;42350;LA TALAUDIERE;;
C0472;HARMONIE L'ECHO DE LA VALLOIRE;38270;BEAUREPERE;;
C00000003287;HDS LIVE;;;;
C00000002681;HEADDLIGHT;69003;LYON;;
C0473;HENRY'S;42100;SAINT_ETIENNE;608259299;
C00000002364;HERECA;42530;ST GENEST LERPT;;
C00000001634;HERISSON PRODUCTION;34000;MONTPELLIER;04 67 54 61 23;
C00000001706;HERMES SCELLIER;69310;PIERRE BENITE;04 78 51 44 40;
C00000001230;HERSON-MACAREL Hugo;42600;PRALONG;;
C00000001905;HEXA-GONES;69000;LYON;;
C0474;HITS ET SPORTS;69006;LYON;472741741;
C00000002979;Hmong Avenir;42160;ANDREZIEUX BOUTHEON;;
C00000001742;HOMARD ET SAUCISSE PRODUCTION;59000;LILLE;;
C00000001796;HOMERUN BOOKING;69001;LYON;06 22 66 73 17;
C00000001165;HÔTEL DES VENTES DU MARAIS;42007;ST ETIENNE CEDEX 1;477325312;
C00000002104;HOURIMAT;;COTONOU BENIN;;
C0475;HUBLO T PRODUCTION ;69007;LYON ;472768904;
C00000002990;HUMOUR&DEPENDANCES;69005;LYON;;
C00000001383;HUNTINGTONAVENIR;38230;CHARVIEU;478320285;
C0343;HYPERMARCHE CORA;41034;BLOIS cedex;;
C0476;I2SE;42000;SAINT ETIENNE;477748915;06 09 88 90 41
C00000002451;ICE;42100;SAINT ETIENNE;;
C00000002794;ICE CONNECT;42000;SAINT ETIENNE;;
C00000002032;IDEE HALL PROD;26200;MONTELIMAR;;
C00000001063;IFMK ST MICHEL;42100;SAINT-ETIENNE;;
C00000002010;IFPEN;69360;SOLAIZE;;
C00000002214;ILLEGAL IMPOSTURE;42000;SAINT-ETIENNE;;
C00000003323;IMC CREATIONS;42160;ANDREZIEUX;477024099;
C00000002878;IMPACT FM;69450;SAINT-CYR-AU-MON-D'OR;;
C00000002383;IMPACT LIGHT;34070;MONTPELLIER;;
C00000001625;IMS-RN Agence Mediterranée;34980;MONTFERRIER SUR LEZ;04 67 87 91 15;
C00000001812;IMSOS;69003;LYON;04 72 36 87 76;
C00000002425;IN-STED;69000;LYON;;
C00000001750;INDEPANDANTE STEPHANOISE;42000;SAINT-ETIENNE;;
C00000001474;INDIGO PRODUCTIONS;;;;
C00000001475;INDIGO PRODUCTIONS Sarl;79000;NIORT;549736616;
C0477;INDUYCO;93400;SAINT OUEN ;149211414;
C00000003290;INEO;42951;SAINT-ETIENNE CEDEX 9;;
C00000002613;INFINITY-H;75008;PARIS;;
C0478;INITIAL BTB;42700;FIRMINY;;
C00000001978;INNACITY PROD;42100;SAINT-ETIENNE;;
C00000003106;INNOSPACE;42000;SAINT-ETIENNE;;
C00000002086;Institut de Cancérologie Lucien Neuwirth;42270;SAINT-PRIEST-EN-JAREZC;;
C00000002565;INSTITUT KALLISTÉ;42100;SAINT-ETIENNE;;
C00000001965;INSTITUT MERIDIEN;69100;VILLEURBANNE;;
C00000002648;INSTITUTION SAINTE MARIE LA GRAND'GRANGE;;;;
C00000001509;INSTUDIO;43210;BAS EN BASSET;;
C00000002647;INTEREP;43110;AUREC-SUR-LOIRE;477350168;
C00000002094;INTERFOLK;43000;LE PUY EN VELAY;;
C00000001550;INV MUSIC;;;;
C00000003077;IPACKCHEM S.A.S;42230;SAINT VICTOR SUR LOIRE;477908571;
C0148;IRDP APPUI;69120;VAUX EN VELAIN;;
C0886;ISTUDIO LIVE AND MUSIC;42100;SAINT_ETIENNE;;
C0946;ITM COMMUNICATION;1706;MERIBEL CEDEX;;
C0480;IUFM;69317;LYON CEDEX;472073082;
C00000001563;IUT SAINT-ETIENNE;42023;SAINT-ETIENNE;04 77 46 33 61;
C0145;IZDIHAR;42100;SAINT ETIENNE;615733004;
C00000000971;J ARTS AIR;69590;LARAJASSE;;
C0485;J.O.C.;42100;ST ETIENNE ;477804515;
C00000002118;JACQUEMET Pierre;43330;PONT SALAMON;;
C00000001811;JAL PRODUCTIONS;13200;ARLES;;
C0481;JAMES IRON PRODUCTION;69008;LYON;686535655;
C00000002074;JAMON Louis;43000;ESPALLY ST MARCEL;;
C00000003012;JANETTE ET LOUPI;;;685769907;
C00000001448;JARDON Christophe;38630;THUELLIN;04 74 33 86 02;
C0482;JARRING EFFECTS;69001;LYON;;
C00000001667;JASPIR PROD;38440;ST JEAN DE BOURNAY;;
C0918;JAVELLE PHILIPPE;75;PARIS;;
C0178;JAZZ & CO PHILIFORME;42170;St Just St Rambert;477369030;
C00000002493;JAZZ AU SOMMET;42660;SAINT GENEST MALIFAUX;;
C00000001768;JDL EVENT;42400;ST CHAMOND;;
C00000001692;JEAN LOUIS REVEL;92100;BOULOGNE BILLANCOURT;;
C00000001959;Jérémie DAUREL;;;;
C00000003011;JF EVENEMENT;69150;DECINES;;
C00000001085;JFM SRAL;63200;MOZAC;473381799;
C0861;JHD PRODUCTION ALIAS;75009;PARIS;;
C00000002737;JL PRODUCTION;43150;LE MONASTIER-SUR-GAZEILLE;;
C00000002571;JLP MOULINS;3000;AVERMES;470201915;
C00000001367;JLT/NOVELTY;94513;RUNGIS CEDEX;;
C00000003224;JM FRANCE LOIRE ;42230;ROCHE LA MOLIERE;;
C0870;JM INTERNATIONAL;43590;BEAUZAC;;
C00000001853;JM POLYMERS;43620;SAINT ROMAIN LACHALM;;c'est le climax
C00000002176;JM POLYMERS;43620;SAINT-ROMAIN-LACHALM;;
C0881;JM PRODUCTION;42000;SAINT-ETIENNE;;
C00000002358;JMP PRODUCTION;43700;SAINT GERMAIN LAPRADE;;
C0484;JOANIN Grégory;42600;MONTBRISON;661642581;
C00000002989;JOLY Aurélie;42000;SAINT-ETIENNE;;
C00000002707;JOUECLUB;42400;SAINT CHAMOND;;
C0486;JOUSSERAND JEAN;43000;AIGUILHE;615975420;
C0236;JOUVE BENJAMIN;42100;SAINT ETIENNE;;
C00000001187;JPL PRODUCTION;69009;LYON;;
C00000003267;JQ COMMUNICATION;;;;
C00000002479;JQ EVENTS;42440;NOIRETABLE;;
C00000001397;JUAREZ Vanessa;30250;SOMMIERES;;
C00000002272;JUMELAGE ST MARTIN;42800;SAINT MARTIN LA PLAINE;;
C0487;JURINE;42700;Firminy;662443965;
C0489;K COMMUNICATION;69003;LYON ;472846464;
C00000002363;KANKANYAN Artur;69150;DECINES CHARPIEU;;
C0488;KAO-CONNECTION;69007;LYON;472761875;
C00000001450;KARNAVAL HUMANITAIRE;69000;VILLEURBANNE;;
C0828;KAWA PRODUCTION;93120;ST DENIS LA PLAINE;;
C0490;KELESYS DISTRIBUTION;95740;FREPILLON;134183749;
C0491;KETZACO;31330;GRENADE ;611593392;
C00000002552;KIEJMAN Jack;;;;
C00000001534;KILEDJIAN david;69100;VILLEURBANNE;;
C00000003305;KINOLUX ;69000;LYON;;
C00000001426;KITSIS Sandra;42800;ST-JOSEPH;;
C00000002071;KIVE NATION;75002;PARIS;;
C00000002205;KIWANIS ST ETIENNE;42000;SAINT-ETIENNE;;
C00000001133;KOFARO;43140;SAINT DIDIER EN VELAY;;
C00000002394;KOMENVOIR;31100;TOULOUSE;532280106;
C0493;KRISS LAURE;44602;SAINT-NAZAIRE CEDEX;;
C0494;kRONOS-THEATRE;43290;MPNTFAUCON EN VELAY;;
C00000002234;KRYSTAL NOIR;30116;LES SALLES DU GARDON;466789850;
C00000001285;KULT EVENTS;69009;LYON;;
C00000003183;KZEMOS;750009;PARIS;;
C00000002572;L AUBERGE DE PERIGNEUX;42380;PERIGNEUX;;
C00000001630;L ETOILE EN PANNE;42400;ST CHAMOND;;
C0543;L.P.P DE MONISTROL SUR LOIRE;43120;MONISTROL SUR LOIRE;471756282;
C00000001082;L.T.P. SAINTE-BARBE;42000;SAINT-ETIENNE;04 77 43 54 30;
C00000001606;L'A.R.C Scène Nationale;71200;LE CREUSOT;385551311;
C0377;L'APOCALYPSE;42210;UNIAS;477945384;
C00000002160;L'ARENE DE L'OUBLI;42000;SAINT ETIENNE;;
C0832;L'ASTREE;42600;MONTBRISON;;
C0510;L'AUBERGE;26260;CHAVANNES;475451002;
C00000002665;L'AUTRE LIEU;42150;LA RICAMARIE;477219363;
C00000002916;L'ECLECTIQUE MAISON D'ARTISTES;42000;SAINT ETIENNE;;
C0520;L'ENFANT ET LA PLUIE;42000;Saint-Etienne;477378356;
C00000001542;L'ENTREPRISE;13003;MARSEILLE;;
C00000002024;L'ESCALE;42340;VEAUCHE;477020794;
C00000002718;L'ESSENTIEL;42130;SAINT ETIENNE LE MOLARD;477970019;
C0952;L'ILLUSTRE THEATRE-CIE J.M. VILLÉGIER;75003;PARIS;;
C00000001973;L'IMPRIMERIE THEATRE;42800;RIVE DE GIER;477834635;
C0529;L'OCALE;42800;GENILAC;477837475;
C00000001560;L'OEIL EN COULISSE;42160;ANDREZIEUX BOUTHEON;477369125;
C0492;L'Ordre des avocats;38000;GRENOBLE;476151050;
C0537;L'UNE ET L'AUTRE;42000;ST ETIENNE;477595990;
C0908;L&A ;42100;SAINT-ETIENNE;;
C00000003100;L&DB;69230;SAINT GENIS LAVAL ;478169599;
C00000002971;LA BANDA VOREY 'V;;;;
C00000001863;LA BAROUFADA;42000;SAINT ETIENNE;;
C0143;LA BELETTE;42290;SORBIERS;;
C0151;LA BELLE MADOUNA PRODUCTION;42100;SAINT ETIENNE;477321460;
C00000002181;LA BELLE TRAME;7100;ANNONAY;;
C0496;LA BODEGHITA DE LA SALSA;42100;Saint-Etienne;477334906;
C0497;LA BOITE A SON;69100;Villeurbanne;472372828;
C0256;LA CASA DE LA PASTA;42000;SAINT ETIENNE;;
C0499;LA CHARABOTTE;1110;HAUTEVILLE LOMPNES;474351512;06 81 47 02 99
C0189;LA CHORALE ARC EN CIEL;42100;SAINT-ETIENNE;;
C00000001594;LA CLÉ DES CHANTS;42650;ST JEAN BONNEFONDS;;
C0368;LA CLEF DES CHAMPS;69210;L'ABRESLE ;687807921;
C00000002454;LA CLIQUE PRODUCTION;13001;MARSEILLE;981633098;
C00000001092;LA COHUE;69290;SAINT GENIS LES OLLIERES;;
C0325;LA COMEDIE DE ST ETIENNE;42000;ST ETIENNE;477251414;PAS DE PLATEFORME
C00000003073;La Compagnie CLICLAC;42140;CHAZELLES SUR LYON;;
C0500;La compagnie lumières et son;69300;Caluire;437402160;
C00000003256;LA COULISSE;63000;CLERMONT FERRAND;473915622;
C00000001046;La Coupole Des Anges;89400;BUSSY EN OTHE;;
C00000002252;LA COUVEUSE MPT CHADRAC;43770;CHADRAC;;
C00000002345;LA DIANA;42600;MONTBRISON;;
C00000003028;LA FABRIK;69590;ST SYMPHORIEN SUR COISE;;
C0501;LA FABRIQUE;42300;ANDREZIEUX/BOUTHEON;477558211;
C00000002760;LA FABRIQUE MUSICALE;42100;SAINT ETIENNE;;
C0152;LA KAJE AMIEL;42100;SAINT ETIENNE;688534549;
C00000003144;LA MACHINERIE - BVENISSIEUX;69631;VENISSIEUX CEDEX;;
C0128;LA MAISON AMAZIGH;42000;SAINT ETIENNE;477216577;
C00000002547;LA MAISON DU CAMPUS;42300;ROANNE;;
C00000001167;LA MAISON PERCHE;42000;SAINT ETIENNE;;
C00000003179;LA MAISON SCENE;42480;LA FOUILLOUSE;;
C00000002377;LA MAROTTE;42170;SAINT JUST SAINT RAMBERT;477364703;
C00000003208;La Mourine – Maison des Forgerons;42800;SAINT MARTIN LA PLAINE;;
C00000001691;LA MUSICA;42170;ST JUST ST RAMBERT;;
C00000002831;LA MUTINERIE;42410;PELUSSIN;660805473;
C00000003024;LA NOUVELLE SCENE DE NESLE;80000;AMIENS;;
C00000002352;LA NOVIA;43000;LE PUY EN VELAY;471093229;
C00000002944;LA PARANTHESE;67140;ANDLAU;;
C0184;La Pépinière;42000;SAINT-ETIENNE;;
C00000003300;LA PLACE DE LA DANSE-CDCN TOULOUSE/Occitanie;31300;TOULOUSE;561599878;
C00000002837;LA PLAGE;75019;PARIS;;
C0160;LA PONTOISE BASKET CLUB;42170;ST JUST SAINT RAMBERT;;
C00000002645;LA RECAMIERE;42150;LA RICAMARIE;;Code 72 ou 73 ou 74
C00000001749;LA ROTONDE;88150;THAON LES VOSGES;;
C00000003068;LA SAINTEROSE;42100;SAINT ETIENNE;;
C00000002753;LA SCALA;84000;AVIGNON;;
C00000002712;LA SEMAINE DES 4 JEUDIS;69002;LYON;;
C0118;LA SOURCE;42600;LEZIGNEUX;689279862;
C0083;LA SOURCE FURIEUSE;42600;MONTBRISON;684124571;
C0509;LA TASSE;7100;ANNONAY ;;
C00000001452;LA TETE DANS LES ETOILES;42400;ST CHAMOND;;
C0827;LA TRIBUNE LE PROGRES;69284;LYON CEDEX 02;;
C00000001626;LABALLE Merry;34000;MONTPELLIER;;
C00000002381;LABEAUME EN MUSIQUE;7120;LABEAUME;;
C0495;LABEL ;42610;ST ROMAIN LE PUY;60847713288;
C00000001524;LABEL DIFF43;43000;ESPALY-SAINT-MARCEL;;
C0951;LABEL LUNE PRODUCTION;20090;AJACCIO;;
C00000002112;LABO TECHNIQUE;30110;LA GRANDE COMBE;;
C00000002491;LABORY JAZZ PRODUCTION;30000;NIMES;;
C0082;LACK OF REASON;;;;
C00000001186;LAGARDERE METROPOLES;69009;LYON;;
C00000002486;LAGOONA STRASBOURG;67300;SCHILTIGHEIM;330388196619;
C00000001643;LAGOUTTE Grégory;42000;SAINT-ETIENNE;;
C00000002360;LALALA CHAMADE;42000;SAINT-ETIENNE;;
C0505;LAMASTROCK;7270;LAMASTRE ;475064199;
C0506;LAMBERT BERTRAND;;;609632032;
C0970;LAMBERT Pierrick;76430;ST ROMAIN DE COLBOSC;;
C00000003103;LANGELOTTI Tony;38000;GRENOBLE;;
C0508;LAPIERRE VERONIQUE;;;689933726;
C00000001588;LAQUET;26210;LAPEYROUSE-MORNAY;04 75 31 91 88;
C00000002347;LAROUX Arnaud;42400;ST CHAMOND;;
C00000003216;LARS Production;33130;BEGLES;;
C00000001761;LASSERRE grégory;42100;SAINT ETIENNE;;
C00000001985;LAURENT COMTAT;84210;PERNES LES FONTAINES;;
C00000001377;LAURENT CONTAT;;NARBONNE;;
C00000001297;LAURIER;;;06 20 19 28 83;
C00000002808;LAVOULTE SPORTIF BASKET;7800;LA VOULTE SUR RHONE;;
C0511;LBO AMERICAIN ;69007;LYON ;;
C00000002945;LDC;42000;SAINT ETIENNE;;
C00000003193;LDLC ARENA;69150;DECINES-CHARPIEU;;
C00000001416;LDSL ;78750;MAREIL MARLY;;
C0115;LE CABARET VERT;42700;FIRMINY;682714376;
C0382;LE CAPITOLE;42100;SAINT ETIENNE;477328022;
C0936;LE CHAT DANS LA GORGE;42400;SAINT-CHAMOND;;
C0380;LE CHATELET;42000;ST ETIENNE ;477903027;
C00000001172;LE CINQUIEME ELEMENTS;42100;SAINT-ETIENNE;;
C00000002219;LE CLAPIER;42000;ST ETIENNE;;
C0193;LE CLIMAX;43220;RIOTORD;;
C00000001701;LE COCHON VOYAGEUR;42940;SAINT BONNET LE COURREAU;;
C00000001582;LE COLYSEE;42130;ST ETIENNE LE MOLARD;;
C00000001736;LE CRI DE LA CAROTTE;42100;SAINT-ETIENNE;;
C00000003143;LE CRI DE LA LUNE;42100;SAINT-ETIENNE;782849192;
C00000002761;LE CRI DE LALUNE;42100;SAINT ETIENNE;;
C00000001334;LE CRI DU CHARBON;42100;SAINT ETIENNE;477199434;
C00000002882;LE DEJÀ VU;69440;MORNANT;;
C0146;LE DERAILLEUR;42100;SAINT-ETIENNE;;
C00000001848;LE DOUBLE MIXE;69100;VILLEURBANNE;04 72 44 60 17;
C00000001454;LE FIL/Association LIMACE;42000;SAINT-ETIENNE;;
C0369;LE FISH;43110;AUREC-SUR-LOIRE;477354011;
C0516;LE FLORE;42000;Saint Etienne;689301220;04 77 33 03 96 LE FLORE
C0831;LE GRAND COURBIS;26300;CHATEAUNEUF SUR ISERE;;
C0163;LE GRAND MECHANT LIVE;42340;Rivas;;
C0517;LE GRAND ORCHESTRE DU SPLENDID;75011;PARIS;;
C0863;Le Grand Roanne Agglomeration;42300;ROANNE;04 77 44 29 50;
C00000002058;LE GROUPE LA POSTE;75015;PARIS;;
C0370;LE KGB;69007;LYON;437286336;
C0379;LE KING'S;42600;MAGNEUX HAUTE RIVE;;
C0154;LE KRONOS THEATRE;43120;MONISTROL-SUR -LOIRE;471656852;06 11 42 12 93
C0371;LE LIDO;42240;ST PAUL EN CORNILLON ;;
C00000000969;LE LODI-LA BAMBA;42600;MAGNEUX HAUTE RIVE;;
C00000003269;LE MAGAZIN-LABORATOIRE DE PERMANENCE CHORÉGRAPHIQUE;42000;SAINT ETIENNE;;
C0518;LE MONSTRE GENTIL;42000;SAINT ETIENNE ;477324549;
C00000001498;LE MONSTRE GENTIL LABEL;42000;SAINT-ETIENNE;;
C0519;LE MOULIN BLEU;63300;THIERS;473800622;
C0375;LE MUST;42210;BELLEGARDE EN FOREZ;477946209;
C0376;LE NEW PARADISE;42000;ST ETIENNE;;
C00000002338;LE P'TIT ALANQUE;69150;RONTALON;;
C00000002745;LE PALAIS DE LA MER;34350;VALRAS-PLAGE;;
C0378;LE PARISIANA;42700;ST PAUL EN CORNILLON;;
C00000002469;LE PERISCOPE ;38000;GRENOBLE;;
C0521;LE PETIT JOURNAL;75014;Paris;;
C0080;LE PETIT PAUMÉ;69132;ECULLY;478331212;
C00000003164;LE PETIT POUCET;3220;SAINT-LEON;;
C00000003086;LE PHARE;73000;CHAMBERY;;
C00000002568;LE PIANO;42100;SAINT ETIENNE;477215475;
C0381;LE PICK UP;42210;MONTROND LES BAINS;;
C0522;LE PICK-UP;42210;Montron les Bains;477945866;
C00000003257;LE PTIT BISTROT;42000;SAINT-ETIENNE;;
C00000002966;LE QUARTIER;42100;SAINT-ETIENNE;;
C00000001423;LE RESEAU THEATRE;93100;MONTREUIL;;
C0374;LE REX;42100;ST ETIENNE;477320838;
C00000001212;LE SCARABEE;42153;RIORGES;777693733;
C00000002938;Le Sou des Ecoles de CELLIEU;42320;CELLIEU;;
C0858;LE SOU DES ECOLES DE GRAMMOND;42;GRAMMOND;04 77 20 79 56;
C0878;le sou des ecoles de saint symphorien;69590;SAINT SYMPHORIEN;;
C0527;LE THEATRE DE POCHE;42100;SAINT-ETIENNE;;
C0864;Le TOBOGGAN;69150;DECINES;04 72 93 30 07;
C00000001798;LE TOBOGGAN;69150;DECINES;04 72 93 30 07;
C00000001632;LE TRAIT D'UNION;16600;MAGNAC/TOURVRE;;
C0732;LE TRAVAILLEUR SYNDICALISTE;42028;SAINT ETIENNE Cedex 1;682714376;
C00000001121;LE VERGER SARL;92210;SAINT CLOUD;;
C0373;LE XL CLUB;42530;ST GENEST L'ERPT ;477373960;
C00000001839;LE ZEBRE ETOILE;42153;RIORGES;;
C00000001657;LEBLANC BRIGITTE;38000; PONT DE BEAUVOISIN;;
C0515;LEFEVRE Jean SUD EST ;42650;ST JEAN DE BONNEFONDS ;477481124;
C00000002840;LEGEND'S TOUR PROD;51430;BEZANNES;;
C00000001921;LEMAITRE François-Xavier;42000;SAINT ETIENNE;;
C00000001515;LEO LAGRANGE CENTRE EST;42400;SAINT CHAMOND;477225521;
C0523;LEROY MERLIN;42390;VILLARS;477921414;
C00000002522;LES AGITATEURS DE MUSIQUES;42023;SAINT ETIENNE CEDEX 2;;
C0119;LES AINÉS DE MONTPLAISIR;42100;SAINT ETIENNE;;
C00000002192;LES AINES RURAUX;63000;CLERMONT FERRAND;;
C00000002901;LES AMIES DE L'ECHAPPEE BELLE;42100;SAINT ETIENNE;;
C0906;LES AMIS DE FERDINANDS;42100;SAINT-ETIENNE;;
C0192;LES AMIS DE NAPLOUSE;42000;SAINT ETIENNE;673163539;
C00000001902;LES AMIS DE REMI;42600;SAVIGNEUX;;
C00000001057;LES AMIS DE SAINT VICTOR SUR LOIRE;42230;SAINT VICTOR SUR LOIRE;;
C0920;LES AMIS DU CHATEAU;42600;MONTROND LES BAINS;;
C00000002235;LES AMIS DU CHATEAU DES EVEQUES DE MONISTROL;43120;MONISTROL SUR LOIRE;471616418;
C00000002638;LES AMIS DU MUSEE D'ART ET D'INDUSTRIE;42000;SAINT-ETIENNE;607350418;
C00000001436;LES AMIS DU THEATRE POPULAIRE;42300;ROANNE;;
C00000001834;LES AMUSEURS;50760;BARFLEUR;;
C00000003015;LES ANS CHANTEURS;42110;FEURS;;
C0111;LES BALLETS CONTEMPORAINS ;42100;Saint-Etienne;477327420;
C00000001624;LES CONCERTS ROANNAIS;42300;ROANNE;;
C00000002972;Les Cycloutouristes Roannais;42300;ROANNE;;
C0821;LES DERNIERS COUCHÉS;63100;CLERMONT FERRAND;473146545;
C00000003047;LES DOMAINES QUI MONTENT;42480;LA FOUILLOUSE;;
C0179;LES ENFANTS D'ABIDJAN;42100;SAINT ETIENNE;;
C00000002998;LES ENFANTS DE TERRENOIRE;42100;SAINT ETIENNE;;
C00000002561;LES ETES DE MARNANS;38980;MARNANS;;
C00000001147;LES FILMS DE L IMPARFAIT;42000;SAINT-ETIENNE;477219044;
C0524;LES FILMS DU MILAN ROYALE;25000;DIJON;;
C00000003034;LES FILMS JACK FEBUS;33700;MERIGNAC;;
C0525;LES FOGIERES;42660;ST GENEST MALIFAUX;;
C0526;LES FOREZIALES;42210;MONTROND LES BAINS;477069191;ENVOI PAR MAIL : 16/03/20<>communication@lesforeziales.fr
C00000002429;LES FRANCAS;42015;SAINT ETIENNE CEDEX 02;477333684;
C0205;LES GARRENNES;93260;LES LILAS;682885896;
C00000003321;LES GRANDS THÉÂTRES;27270;LE MESNIL EN OUCHE;;
C0093;LES LUTINS DE TRISTAN;42340;Veauche;;
C0158;LES M'INVISIBLES;42100;SAINT ETIENNE;477375870;
C0137;LES MARGOUILLASSES;69540;IRIGNY;662707803;
C00000002111;LES MUSICALES DE POMMIERS;42260;POMMIERS;777654233;
C00000002824;LES NUITS DE LA POTERIE;1680;LHUIS;;
C00000001555;LES OGRES;95230;FRANCONVILLE;;
C0110;LES OREILLES EN POINTE;42290;SORBIERS;;
C00000001489;LES ORIGINARTS;42100;ST ETIENNE;;
C00000001635;LES PRODUCTIONS DE LA PLUME;28410;SAINT LUBAIN DE LA HAYE;;
C00000003247;LES RIGOLES;42000;SAINT ETIENNE;;
C00000003137;LES SOMATONAUTES;6130;GRASSE;;
C00000003187;LES SONORITES DE MONTCUL;69124;COLOMBIER SAUGNIEU;;
C00000002860;LES SONS LIBRES;43200;SAINT MAURICE DE LIGNON;;
C00000001981;LES TESTAS DZALADS;43130;SAINT-ANDRE DE CHALENCON;;
C00000002349;LES THEATRALES;75009;PARIS;153200060;
C0161;LES TIT' NASSELES;42153;RIORGES;;
C0208;LES TRAVERSES MUSICALES;CH-12;GENEVE;41786039481;
C00000003075;LES TROIS DUCS;42000;SAINT-ETIENNE;;
C00000002685;Les Variétés Lyriques;42300;ROANNE;;
C00000003235;LES VISITEURS DU SOIR;75018;PARIS;;
C00000002046;LES VITRINES DE FIRMINY;42700;FIRMINY;966402907;
C0090;LET'S SKANK;43110;Aurec sur loire;;
C00000003040;LEVEQUE Philippe;42170;ST JUST ST RAMBERT;;
C00000001665;LEVY;69390;VERNAISON;;
C00000001499;LEZ'ARTS SUR SCENE;43240;ST JUST MALMONT;;
C00000002281;LIGHT MUSIC;26000;VALENCE;;
C00000002585;LIGHTLAB.IO;42100;SAINT ETIENNE;;
C00000002747;LIGHTS AND RECORDING;42640;NOAILLY;;
C00000002715;LIGUE AUVERGNE-RHONE-ALPES DE NATATION;69680;CHASSIEU;;
C00000001920;LIGUE DE L ENSEIGNEMENT DE LA LOIRE;42000;SAINT-ETIENNE;;
C00000001323;LIMACE/LE FIL;42000; SAINT-ETIENNE;;
C00000001194;LINEAR TECHNOLOGIE;42100;SAINT-ETIENNE;477814949;
C00000001376;LION'S CLUB ;42210;MONTROND LES BAINS;;
C00000001316;LION'S Club GIVORS;69700;GIVORS;;
C00000002029;LISTE BDE MONKEY BUSINESS AGENCY;69001;LYON;;
C00000002328;LITECOXE;;;;
C00000003302;LITTORAL VOYAGES;34770;GIGEAN;;
C0528;LIVE CONTACT PRODUCTION;38300;CULIN;474921405;
C00000002566;LIVE EVENEMENTS;44300;NANTES;;
C00000002072;LIVE NATION SAS;75002;PARIS;;
C00000002116;LIVE UP;69120;VAULX EN VELIN;;
C00000001521;LIXXBAIL;72015;LE MANS CEDEX 2;;
C00000003203;LL PROD;75001;PARIS;;
C00000003263;LLING MUSIC;69300;CALUIRE ET CUIRE;;
C0810;LN PRODUCTION;10210;MAISON DES CHAOURCES;386758805;
C00000001275;LOC EN SCENE;3100;MONTLUCON;;
C00000001505;LOC'ASSIETTE;42000;SAINT-ETIENNE;;
C00000002210;LOC'DUNUM;69120;VAULX EN VELIN;;
C0531;LOCHNESS PRODUCTION;54098;NANCY CEDEX;383288552;
C00000002130;LOGISTIQUE 43;43600;SAINT SIGOLENE;471594624;
C00000003158;LOIRE BUSINESS CLUB;42000;SAINT ETIENNE;;
C00000002693;LOIRE EN SCENE;42100;SAINT ETIENNE;;
C0533;LOIRE ENTREPRENDRE;42000;SAINT-ETIENNE;;
C00000002678;LOIRE FOREZ AGGLOMERATION;42605;MONTBRISON CEDEX;;A DEPOSER SUR CHORUS PRO
C00000001892;LOIRE HABITAT;42007;SAINT-ETIENNE CEDEX01;04 77 42 34 42;
C00000001051;LOIRE HOLSTEIN PASSION;42110;FEURS;;
C00000002606;LOIRE LE DEPARTEMENT;42000;SAINT ETIENNE;;
C00000003160;LOIRE TOURISME;42100;SAINT-ETIENNE;;
C00000001586;LOIRE TV SA;42160;ANDREZIEUX-BOUTHEON;;
C0534;LONDICHE NICOLAS;42130;ST ETIENNE LE MOLARD;662058365;
C00000002333;LORELEI PRODUCTION;21026;DIJON CEDEX;380199385;
C00000002898;LOS PRODUCTION;75018;PARIS;;
C0503;LP LA GRAND GRANGE;42400;ST CHAMOND;;
C00000002242;LPO LOIRE;42100;SAINT ETIENNE;477414690;
C00000002107;LSL Spectacles;89300;CHAMVRES;;
